n,P_approx_2_alter(2.3.n)
8847,0.267647
8848,0.266105
8849,0.264687
8850,0.271879
8851,0.274562
8852,0.263004
8853,0.268255
8854,0.263743
8855,0.270633
8856,0.265240
8857,0.266221
8858,0.266749
8859,0.262880
8860,0.266892
8861,0.269648
8862,0.260662
8863,0.274631
8864,0.265876
8865,0.263790
8866,0.270948
8867,0.267929
8868,0.271043
8869,0.272716
8870,0.268169
8871,0.269138
8872,0.265206
8873,0.268957
8874,0.264007
8875,0.266088
8876,0.269482
8877,0.263610
8878,0.270748
8879,0.271041
8880,0.267786
8881,0.265224
8882,0.268432
8883,0.272108
8884,0.266313
8885,0.267297
8886,0.267976
8887,0.269542
8888,0.269302
8889,0.268074
8890,0.269157
8891,0.270629
8892,0.261253
8893,0.268309
8894,0.268040
8895,0.261760
8896,0.268714
8897,0.269977
8898,0.267283
8899,0.268419
8900,0.267518
8901,0.271994
8902,0.266323
8903,0.268722
8904,0.270224
8905,0.268435
8906,0.263850
8907,0.263543
8908,0.264502
8909,0.270514
8910,0.263934
8911,0.263952
8912,0.266813
8913,0.259506
8914,0.267253
8915,0.275185
8916,0.268360
8917,0.270084
8918,0.268028
8919,0.268270
8920,0.267835
8921,0.266193
8922,0.268277
8923,0.269015
8924,0.263456
8925,0.264257
8926,0.266830
8927,0.265441
8928,0.263981
8929,0.265200
8930,0.264646
8931,0.268975
8932,0.274633
8933,0.274641
8934,0.265334
8935,0.264566
8936,0.267494
8937,0.268625
8938,0.269235
8939,0.266241
8940,0.261228
8941,0.268859
8942,0.269629
8943,0.262973
8944,0.262125
8945,0.263459
8946,0.266340
8947,0.262593
8948,0.272893
8949,0.269186
8950,0.271871
8951,0.272816
8952,0.266408
8953,0.262990
8954,0.270966
8955,0.266090
8956,0.268815
8957,0.266172
8958,0.261647
8959,0.264255
8960,0.262901
8961,0.267049
8962,0.273423
8963,0.271334
8964,0.266565
8965,0.270861
8966,0.267353
8967,0.268974
8968,0.267015
8969,0.262224
8970,0.266979
8971,0.263944
8972,0.268385
8973,0.260540
8974,0.267107
8975,0.263080
8976,0.274850
8977,0.263253
8978,0.270291
8979,0.263437
8980,0.268563
8981,0.274573
8982,0.264381
8983,0.264869
8984,0.265015
8985,0.272015
8986,0.269983
8987,0.266762
8988,0.267970
8989,0.264490
8990,0.265718
8991,0.271443
8992,0.272925
8993,0.263617
8994,0.266198
8995,0.272209
8996,0.265971
8997,0.267230
8998,0.265650
8999,0.262616
9000,0.264488
9001,0.268484
9002,0.258451
9003,0.268913
9004,0.266221
9005,0.273289
9006,0.272408
9007,0.266104
9008,0.265209
9009,0.267746
9010,0.266579
9011,0.267077
9012,0.263886
9013,0.265723
9014,0.266303
9015,0.269267
9016,0.261807
9017,0.273503
9018,0.258922
9019,0.260668
9020,0.274545
9021,0.265977
9022,0.265429
9023,0.263655
9024,0.260731
9025,0.260563
9026,0.270869
9027,0.263291
9028,0.263818
9029,0.269073
9030,0.268183
9031,0.261658
9032,0.257252
9033,0.273472
9034,0.268515
9035,0.264198
9036,0.268828
9037,0.264203
9038,0.265265
9039,0.269082
9040,0.263806
9041,0.271578
9042,0.269476
9043,0.264848
9044,0.273013
9045,0.265530
9046,0.265538
9047,0.267846
9048,0.267596
9049,0.268087
9050,0.269330
9051,0.265492
9052,0.272052
9053,0.262210
9054,0.261122
9055,0.269342
9056,0.271093
9057,0.263908
9058,0.264099
9059,0.264944
9060,0.265973
9061,0.267284
9062,0.267698
9063,0.267989
9064,0.268677
9065,0.264365
9066,0.270413
9067,0.263021
9068,0.264256
9069,0.268532
9070,0.273679
9071,0.272665
9072,0.269373
9073,0.264287
9074,0.266705
9075,0.273025
9076,0.263232
9077,0.266571
9078,0.263273
9079,0.267607
9080,0.267345
9081,0.265723
9082,0.274341
9083,0.267054
9084,0.267714
9085,0.260687
9086,0.264924
9087,0.265714
9088,0.265499
9089,0.264041
9090,0.264255
9091,0.268830
9092,0.271909
9093,0.264781
9094,0.262496
9095,0.269435
9096,0.269768
9097,0.264347
9098,0.269869
9099,0.266292
9100,0.270019
9101,0.266745
9102,0.269368
9103,0.267404
9104,0.269837
9105,0.269973
9106,0.267504
9107,0.264905
9108,0.263338
9109,0.259697
9110,0.267083
9111,0.273805
9112,0.269786
9113,0.264505
9114,0.272569
9115,0.263654
9116,0.265108
9117,0.263501
9118,0.266740
9119,0.268224
9120,0.264648
9121,0.269750
9122,0.261491
9123,0.261608
9124,0.264558
9125,0.265729
9126,0.267273
9127,0.273114
9128,0.265276
9129,0.264828
9130,0.269593
9131,0.270784
9132,0.260112
9133,0.267936
9134,0.267360
9135,0.262415
9136,0.263517
9137,0.265620
9138,0.266768
9139,0.266581
9140,0.270633
9141,0.260868
9142,0.268400
9143,0.269545
9144,0.266548
9145,0.270745
9146,0.265830
9147,0.271846
9148,0.265842
9149,0.273402
9150,0.267291
9151,0.269843
9152,0.266899
9153,0.258064
9154,0.261740
9155,0.266925
9156,0.266784
9157,0.270354
9158,0.265234
9159,0.272204
9160,0.267453
9161,0.265627
9162,0.276491
9163,0.264414
9164,0.270303
9165,0.268114
9166,0.272286
9167,0.268605
9168,0.261635
9169,0.265097
9170,0.266458
9171,0.269755
9172,0.269665
9173,0.269975
9174,0.265139
9175,0.266006
9176,0.274683
9177,0.268042
9178,0.265321
9179,0.268666
9180,0.269875
9181,0.268615
9182,0.266068
9183,0.268526
9184,0.266671
9185,0.263274
9186,0.268130
9187,0.267236
9188,0.260659
9189,0.269193
9190,0.270268
9191,0.269049
9192,0.268886
9193,0.267712
9194,0.265054
9195,0.264495
9196,0.271036
9197,0.266775
9198,0.266600
9199,0.267215
9200,0.268853
9201,0.264198
9202,0.270419
9203,0.269851
9204,0.271843
9205,0.265476
9206,0.261548
9207,0.266883
9208,0.270465
9209,0.265363
9210,0.270128
9211,0.268932
9212,0.268971
9213,0.263897
9214,0.267461
9215,0.263729
9216,0.268141
9217,0.265522
9218,0.269472
9219,0.266902
9220,0.268539
9221,0.265349
9222,0.263063
9223,0.264648
9224,0.261143
9225,0.276778
9226,0.272837
9227,0.268752
9228,0.266731
9229,0.274571
9230,0.265037
9231,0.267855
9232,0.269379
9233,0.267064
9234,0.271795
9235,0.273865
9236,0.264729
9237,0.270810
9238,0.265675
9239,0.271042
9240,0.271763
9241,0.268130
9242,0.272460
9243,0.257861
9244,0.262804
9245,0.261479
9246,0.265632
9247,0.264952
9248,0.270504
9249,0.263493
9250,0.268875
9251,0.270193
9252,0.270499
9253,0.262643
9254,0.265116
9255,0.270899
9256,0.265345
9257,0.262267
9258,0.274791
9259,0.262492
9260,0.272953
9261,0.270628
9262,0.264964
9263,0.267500
9264,0.268987
9265,0.259266
9266,0.267970
9267,0.267015
9268,0.262934
9269,0.266386
9270,0.269473
9271,0.263438
9272,0.265540
9273,0.265967
9274,0.263299
9275,0.260420
9276,0.261435
9277,0.268775
9278,0.269673
9279,0.275812
9280,0.264752
9281,0.266985
9282,0.272429
9283,0.268521
9284,0.268017
9285,0.265644
9286,0.264438
9287,0.270222
9288,0.267511
9289,0.269158
9290,0.257879
9291,0.263806
9292,0.264795
9293,0.269013
9294,0.269841
9295,0.263381
9296,0.264723
9297,0.265580
9298,0.263258
9299,0.265788
9300,0.272119
9301,0.271413
9302,0.268546
9303,0.270456
9304,0.265951
9305,0.264027
9306,0.265278
9307,0.266012
9308,0.266599
9309,0.269002
9310,0.267862
9311,0.267683
9312,0.265789
9313,0.263656
9314,0.270757
9315,0.265477
9316,0.262421
9317,0.270291
9318,0.261457
9319,0.270252
9320,0.271195
9321,0.265243
9322,0.263877
9323,0.274005
9324,0.265358
9325,0.263736
9326,0.270431
9327,0.263026
9328,0.265086
9329,0.263264
9330,0.262790
9331,0.264206
9332,0.273171
9333,0.269225
9334,0.266622
9335,0.266840
9336,0.275814
9337,0.268119
9338,0.263942
9339,0.269292
9340,0.267295
9341,0.266415
9342,0.273920
9343,0.271766
9344,0.259832
9345,0.271047
9346,0.262972
9347,0.265267
9348,0.263334
9349,0.269363
9350,0.268604
9351,0.267940
9352,0.267589
9353,0.259801
9354,0.271979
9355,0.263970
9356,0.265900
9357,0.266256
9358,0.268282
9359,0.274046
9360,0.269276
9361,0.269238
9362,0.272041
9363,0.268984
9364,0.266671
9365,0.268875
9366,0.264685
9367,0.270091
9368,0.271063
9369,0.263838
9370,0.266609
9371,0.268438
9372,0.267865
9373,0.268130
9374,0.266321
9375,0.274338
9376,0.264962
9377,0.267845
9378,0.267823
9379,0.263473
9380,0.265085
9381,0.265835
9382,0.268887
9383,0.267996
9384,0.265853
9385,0.263151
9386,0.265675
9387,0.268152
9388,0.269076
9389,0.266667
9390,0.264595
9391,0.267198
9392,0.268285
9393,0.266276
9394,0.273698
9395,0.266068
9396,0.266456
9397,0.264656
9398,0.267871
9399,0.273667
9400,0.266521
9401,0.267335
9402,0.262175
9403,0.261255
9404,0.260639
9405,0.263749
9406,0.265892
9407,0.270244
9408,0.265429
9409,0.264677
9410,0.262811
9411,0.264572
9412,0.267112
9413,0.266443
9414,0.274763
9415,0.273731
9416,0.272045
9417,0.276058
9418,0.270683
9419,0.264815
9420,0.266965
9421,0.263846
9422,0.264305
9423,0.265258
9424,0.265953
9425,0.275733
9426,0.267786
9427,0.264013
9428,0.265017
9429,0.270758
9430,0.271085
9431,0.259632
9432,0.267922
9433,0.267430
9434,0.265848
9435,0.270457
9436,0.266565
9437,0.266262
9438,0.268271
9439,0.261186
9440,0.265592
9441,0.271623
9442,0.264876
9443,0.267505
9444,0.268570
9445,0.271663
9446,0.263181
9447,0.265594
9448,0.271336
9449,0.268408
9450,0.266145
9451,0.269467
9452,0.267115
9453,0.266577
9454,0.273212
9455,0.267402
9456,0.271491
9457,0.267829
9458,0.268716
9459,0.264067
9460,0.266165
9461,0.270600
9462,0.265976
9463,0.262502
9464,0.273119
9465,0.261051
9466,0.267416
9467,0.265764
9468,0.261301
9469,0.264591
9470,0.264648
9471,0.267744
9472,0.264605
9473,0.263044
9474,0.268651
9475,0.269137
9476,0.261508
9477,0.265721
9478,0.267399
9479,0.266344
9480,0.269614
9481,0.264451
9482,0.264659
9483,0.260892
9484,0.261476
9485,0.266658
9486,0.265387
9487,0.266569
9488,0.269072
9489,0.266863
9490,0.268812
9491,0.264542
9492,0.267467
9493,0.267813
9494,0.265457
9495,0.264698
9496,0.267427
9497,0.265878
9498,0.262839
9499,0.264866
9500,0.268315
9501,0.267335
9502,0.263758
9503,0.271608
9504,0.264918
9505,0.272192
9506,0.264913
9507,0.266169
9508,0.266712
9509,0.262816
9510,0.271645
9511,0.270724
9512,0.268878
9513,0.269408
9514,0.265168
9515,0.265162
9516,0.263144
9517,0.268820
9518,0.264760
9519,0.264026
9520,0.272002
9521,0.267953
9522,0.263888
9523,0.269273
9524,0.268919
9525,0.264455
9526,0.267298
9527,0.266301
9528,0.263581
9529,0.263624
9530,0.261315
9531,0.270030
9532,0.266442
9533,0.263177
9534,0.261975
9535,0.270864
9536,0.260973
9537,0.272767
9538,0.267547
9539,0.266326
9540,0.264075
9541,0.269864
9542,0.264551
9543,0.267958
9544,0.269477
9545,0.262697
9546,0.265010
9547,0.264398
9548,0.264868
9549,0.271865
9550,0.262292
9551,0.271617
9552,0.265752
9553,0.268559
9554,0.268874
9555,0.276268
9556,0.258369
9557,0.264942
9558,0.265583
9559,0.267067
9560,0.266558
9561,0.267472
9562,0.266900
9563,0.261774
9564,0.266989
9565,0.268290
9566,0.261708
9567,0.265062
9568,0.265044
9569,0.260167
9570,0.268150
9571,0.260686
9572,0.269969
9573,0.264834
9574,0.269378
9575,0.267313
9576,0.269004
9577,0.263771
9578,0.266082
9579,0.264975
9580,0.265032
9581,0.261987
9582,0.259960
9583,0.270587
9584,0.266102
9585,0.265958
9586,0.272458
9587,0.263853
9588,0.264025
9589,0.263645
9590,0.260852
9591,0.266575
9592,0.261344
9593,0.268806
9594,0.265389
9595,0.268813
9596,0.266908
9597,0.265988
9598,0.263184
9599,0.268085
9600,0.264521
9601,0.268552
9602,0.264973
9603,0.266529
9604,0.257880
9605,0.264201
9606,0.268330
9607,0.271817
9608,0.268228
9609,0.267089
9610,0.263080
9611,0.269442
9612,0.270888
9613,0.267418
9614,0.263811
9615,0.263810
9616,0.266727
9617,0.269813
9618,0.266323
9619,0.270243
9620,0.265868
9621,0.268542
9622,0.264075
9623,0.267637
9624,0.271407
9625,0.265222
9626,0.269633
9627,0.266508
9628,0.268865
9629,0.275659
9630,0.267010
9631,0.265413
9632,0.259481
9633,0.269839
9634,0.265623
9635,0.260944
9636,0.269472
9637,0.261845
9638,0.265811
9639,0.263363
9640,0.263151
9641,0.273219
9642,0.266333
9643,0.271039
9644,0.262439
9645,0.271290
9646,0.265470
9647,0.257409
9648,0.266411
9649,0.269283
9650,0.267854
9651,0.261398
9652,0.273393
9653,0.264827
9654,0.263072
9655,0.262114
9656,0.270588
9657,0.269089
9658,0.268258
9659,0.268685
9660,0.264358
9661,0.263616
9662,0.263669
9663,0.273339
9664,0.269229
9665,0.269348
9666,0.267019
9667,0.268743
9668,0.264269
9669,0.263225
9670,0.263974
9671,0.261239
9672,0.266195
9673,0.266727
9674,0.264958
9675,0.262942
9676,0.273732
9677,0.261744
9678,0.267278
9679,0.266759
9680,0.264150
9681,0.265028
9682,0.269589
9683,0.268054
9684,0.263192
9685,0.267320
9686,0.261139
9687,0.268599
9688,0.267604
9689,0.263382
9690,0.266601
9691,0.265557
9692,0.267370
9693,0.269036
9694,0.269480
9695,0.268637
9696,0.265205
9697,0.270309
9698,0.263448
9699,0.268845
9700,0.267413
9701,0.267847
9702,0.263400
9703,0.267552
9704,0.262139
9705,0.267246
9706,0.257332
9707,0.261641
9708,0.267772
9709,0.267417
9710,0.262821
9711,0.266750
9712,0.269660
9713,0.268622
9714,0.274429
9715,0.264021
9716,0.267152
9717,0.271029
9718,0.270841
9719,0.268259
9720,0.263734
9721,0.264043
9722,0.264139
9723,0.262378
9724,0.269832
9725,0.269847
9726,0.271182
9727,0.263844
9728,0.260914
9729,0.265334
9730,0.266110
9731,0.268711
9732,0.265555
9733,0.271115
9734,0.264662
9735,0.264640
9736,0.267283
9737,0.270344
9738,0.265817
9739,0.272453
9740,0.259743
9741,0.263218
9742,0.263451
9743,0.267472
9744,0.268099
9745,0.275958
9746,0.271753
9747,0.270362
9748,0.267098
9749,0.263049
9750,0.271529
9751,0.266030
9752,0.264608
9753,0.265737
9754,0.267809
9755,0.263697
9756,0.264543
9757,0.267092
9758,0.268053
9759,0.266356
9760,0.271146
9761,0.263527
9762,0.264639
9763,0.264766
9764,0.267427
9765,0.265768
9766,0.273656
9767,0.267079
9768,0.263505
9769,0.266019
9770,0.266624
9771,0.270181
9772,0.264297
9773,0.267409
9774,0.269616
9775,0.267591
9776,0.267061
9777,0.271301
9778,0.264548
9779,0.271154
9780,0.268787
9781,0.265911
9782,0.266243
9783,0.264085
9784,0.266041
9785,0.270017
9786,0.267643
9787,0.269745
9788,0.268332
9789,0.267104
9790,0.262368
9791,0.261361
9792,0.268147
9793,0.269705
9794,0.267335
9795,0.262338
9796,0.264303
9797,0.268292
9798,0.266199
9799,0.256289
9800,0.262728
9801,0.270892
9802,0.258786
9803,0.265048
9804,0.260887
9805,0.270047
9806,0.267735
9807,0.265535
9808,0.270274
9809,0.265750
9810,0.266861
9811,0.268271
9812,0.263721
9813,0.268939
9814,0.268831
9815,0.271060
9816,0.269847
9817,0.265988
9818,0.265994
9819,0.263679
9820,0.262879
9821,0.264936
9822,0.267078
9823,0.259389
9824,0.264449
9825,0.268228
9826,0.266548
9827,0.264674
9828,0.266443
9829,0.264331
9830,0.271953
9831,0.268831
9832,0.268816
9833,0.257755
9834,0.266826
9835,0.269000
9836,0.266661
9837,0.267215
9838,0.260875
9839,0.262603
9840,0.266145
9841,0.272882
9842,0.268112
9843,0.269485
9844,0.266503
9845,0.270773
9846,0.264042
9847,0.270774
9848,0.272534
9849,0.264563
9850,0.269168
9851,0.268103
9852,0.270035
9853,0.274317
9854,0.264812
9855,0.270917
9856,0.270064
9857,0.264990
9858,0.266243
9859,0.266749
9860,0.261976
9861,0.270464
9862,0.268013
9863,0.265988
9864,0.261828
9865,0.269723
9866,0.266627
9867,0.267471
9868,0.263040
9869,0.267148
9870,0.264814
9871,0.269758
9872,0.266456
9873,0.269138
9874,0.267626
9875,0.263926
9876,0.257277
9877,0.263027
9878,0.269629
9879,0.270321
9880,0.276914
9881,0.271352
9882,0.263312
9883,0.261959
9884,0.270383
9885,0.265200
9886,0.266243
9887,0.268676
9888,0.266988
9889,0.268695
9890,0.263547
9891,0.265445
9892,0.262162
9893,0.257653
9894,0.266066
9895,0.260134
9896,0.257530
9897,0.261428
9898,0.263949
9899,0.267441
9900,0.265112
9901,0.266668
9902,0.264769
9903,0.268710
9904,0.267638
9905,0.265843
9906,0.262127
9907,0.264356
9908,0.266411
9909,0.266992
9910,0.266128
9911,0.268585
9912,0.267935
9913,0.268246
9914,0.268680
9915,0.269604
9916,0.263456
9917,0.261704
9918,0.266196
9919,0.264174
9920,0.265393
9921,0.264314
9922,0.264129
9923,0.264412
9924,0.262591
9925,0.273244
9926,0.272760
9927,0.268685
9928,0.263685
9929,0.266784
9930,0.268806
9931,0.263987
9932,0.270245
9933,0.262364
9934,0.267493
9935,0.263385
9936,0.264509
9937,0.268244
9938,0.264084
9939,0.267774
9940,0.273993
9941,0.268177
9942,0.263691
9943,0.264433
9944,0.268580
9945,0.264648
9946,0.263382
9947,0.265369
9948,0.267715
9949,0.267051
9950,0.259811
9951,0.267418
9952,0.265538
9953,0.262177
9954,0.263905
9955,0.268337
9956,0.270922
9957,0.269995
9958,0.272193
9959,0.265928
9960,0.268885
9961,0.265264
9962,0.266844
9963,0.266466
9964,0.268613
9965,0.267266
9966,0.268282
9967,0.273598
9968,0.267260
9969,0.269540
9970,0.262403
9971,0.261707
9972,0.261779
9973,0.271809
9974,0.271420
9975,0.273324
9976,0.271348
9977,0.263891
9978,0.268743
9979,0.269729
9980,0.266187
9981,0.267344
9982,0.264140
9983,0.266580
9984,0.269659
9985,0.265851
9986,0.267736
9987,0.267941
9988,0.273571
9989,0.264020
9990,0.267287
9991,0.272476
9992,0.267753
9993,0.261422
9994,0.272526
9995,0.265259
9996,0.265641
9997,0.268032
9998,0.260534
9999,0.266395
10000,0.264714
