n,P_approx_2(2.3.n)
8853,0.264656
8854,0.272080
8855,0.267984
8856,0.267728
8857,0.267811
8858,0.252427
8859,0.263235
8860,0.268736
8861,0.261821
8862,0.262243
8863,0.269548
8864,0.266245
8865,0.266667
8866,0.266185
8867,0.265704
8868,0.268606
8869,0.267336
8870,0.267869
8871,0.274828
8872,0.271867
8873,0.268793
8874,0.258959
8875,0.262761
8876,0.256422
8877,0.263265
8878,0.262897
8879,0.268611
8880,0.272523
8881,0.267087
8882,0.272461
8883,0.272656
8884,0.272963
8885,0.267304
8886,0.267950
8887,0.279734
8888,0.267552
8889,0.263584
8890,0.263555
8891,0.269486
8892,0.264507
8893,0.264927
8894,0.267371
8895,0.263182
8896,0.257644
8897,0.268180
8898,0.263992
8899,0.269356
8900,0.260899
8901,0.265476
8902,0.262413
8903,0.267663
8904,0.277179
8905,0.265806
8906,0.261846
8907,0.273380
8908,0.263134
8909,0.256482
8910,0.262402
8911,0.267759
8912,0.271768
8913,0.266689
8914,0.261050
8915,0.274818
8916,0.269964
8917,0.264102
8918,0.273716
8919,0.270210
8920,0.270516
8921,0.268916
8922,0.267093
8923,0.262020
8924,0.267481
8925,0.263081
8926,0.263612
8927,0.256861
8928,0.270609
8929,0.270691
8930,0.270773
8931,0.258762
8932,0.261867
8933,0.270458
8934,0.267629
8935,0.260213
8936,0.260855
8937,0.268658
8938,0.266614
8939,0.266585
8940,0.271588
8941,0.269768
8942,0.258220
8943,0.269708
8944,0.262299
8945,0.273113
8946,0.261122
8947,0.264334
8948,0.265311
8949,0.264387
8950,0.265140
8951,0.266339
8952,0.260277
8953,0.269184
8954,0.257092
8955,0.263763
8956,0.269652
8957,0.266384
8958,0.266577
8959,0.266436
8960,0.263504
8961,0.262917
8962,0.269694
8963,0.266206
8964,0.271642
8965,0.266592
8966,0.264890
8967,0.276235
8968,0.268287
8969,0.265358
8970,0.270123
8971,0.268309
8972,0.267276
8973,0.268918
8974,0.264319
8975,0.262507
8976,0.264483
8977,0.271806
8978,0.258632
8979,0.264952
8980,0.263920
8981,0.259993
8982,0.273102
8983,0.270400
8984,0.268700
8985,0.262326
8986,0.262297
8987,0.267831
8988,0.267802
8989,0.265547
8990,0.266296
8991,0.266489
8992,0.268238
8993,0.266096
8994,0.268624
8995,0.267482
8996,0.264451
8997,0.258419
8998,0.268949
8999,0.269474
9000,0.271556
9001,0.263748
9002,0.265497
9003,0.269688
9004,0.267326
9005,0.266408
9006,0.264712
9007,0.260020
9008,0.260879
9009,0.261516
9010,0.271476
9011,0.266119
9012,0.269197
9013,0.256962
9014,0.267695
9015,0.272102
9016,0.266637
9017,0.264833
9018,0.264249
9019,0.261670
9020,0.256319
9021,0.262609
9022,0.268677
9023,0.263327
9024,0.270390
9025,0.264709
9026,0.265899
9027,0.270965
9028,0.261963
9029,0.270794
9030,0.265670
9031,0.269073
9032,0.274247
9033,0.260379
9034,0.268762
9035,0.267626
9036,0.261178
9037,0.263030
9038,0.267980
9039,0.271822
9040,0.274226
9041,0.270213
9042,0.263548
9043,0.265177
9044,0.260172
9045,0.265451
9046,0.264647
9047,0.272908
9048,0.269562
9049,0.266328
9050,0.266409
9051,0.274113
9052,0.269112
9053,0.260356
9054,0.272918
9055,0.262286
9056,0.271533
9057,0.262670
9058,0.265842
9059,0.266255
9060,0.261810
9061,0.257919
9062,0.262414
9063,0.259848
9064,0.264342
9065,0.267954
9066,0.271123
9067,0.262601
9068,0.266321
9069,0.267394
9070,0.262734
9071,0.271194
9072,0.265432
9073,0.272787
9074,0.273639
9075,0.261488
9076,0.269833
9077,0.269032
9078,0.265477
9079,0.263135
9080,0.271035
9081,0.270895
9082,0.265911
9083,0.271937
9084,0.266072
9085,0.266153
9086,0.272287
9087,0.264224
9088,0.265845
9089,0.270877
9090,0.257866
9091,0.267627
9092,0.262429
9093,0.262840
9094,0.269848
9095,0.270148
9096,0.261324
9097,0.259426
9098,0.261266
9099,0.266843
9100,0.268681
9101,0.262389
9102,0.252582
9103,0.260793
9104,0.263511
9105,0.249753
9106,0.268944
9107,0.280883
9108,0.262077
9109,0.271600
9110,0.269484
9111,0.267918
9112,0.275022
9113,0.264896
9114,0.271999
9115,0.261108
9116,0.265029
9117,0.270593
9118,0.261790
9119,0.262309
9120,0.275439
9121,0.273983
9122,0.267376
9123,0.263071
9124,0.263043
9125,0.269370
9126,0.271313
9127,0.261313
9128,0.260627
9129,0.260598
9130,0.264841
9131,0.266564
9132,0.268616
9133,0.265849
9134,0.264397
9135,0.271702
9136,0.260946
9137,0.267484
9138,0.272379
9139,0.261407
9140,0.267505
9141,0.269445
9142,0.272151
9143,0.259105
9144,0.264436
9145,0.262438
9146,0.270938
9147,0.261069
9148,0.265195
9149,0.266368
9150,0.264918
9151,0.270134
9152,0.260927
9153,0.269857
9154,0.259886
9155,0.267832
9156,0.265072
9157,0.258491
9158,0.267526
9159,0.255923
9160,0.251747
9161,0.269185
9162,0.272320
9163,0.270435
9164,0.266914
9165,0.265685
9166,0.271656
9167,0.273808
9168,0.263525
9169,0.267423
9170,0.259215
9171,0.266819
9172,0.261775
9173,0.262837
9174,0.267059
9175,0.269646
9176,0.259045
9177,0.260761
9178,0.265417
9179,0.267567
9180,0.266776
9181,0.267073
9182,0.259421
9183,0.273222
9184,0.257513
9185,0.276102
9186,0.266928
9187,0.268967
9188,0.260448
9189,0.266623
9190,0.264091
9191,0.264933
9192,0.269691
9193,0.264114
9194,0.265608
9195,0.260250
9196,0.283602
9197,0.268566
9198,0.266906
9199,0.273725
9200,0.275217
9201,0.264536
9202,0.270376
9203,0.272520
9204,0.277488
9205,0.261054
9206,0.267108
9207,0.269795
9208,0.258471
9209,0.268324
9210,0.261129
9211,0.262838
9212,0.262050
9213,0.260936
9214,0.262969
9215,0.261856
9216,0.259657
9217,0.263752
9218,0.264483
9219,0.269118
9220,0.272017
9221,0.274048
9222,0.269139
9223,0.265207
9224,0.266804
9225,0.263306
9226,0.271082
9227,0.262599
9228,0.265280
9229,0.265251
9230,0.272373
9231,0.265627
9232,0.262023
9233,0.266544
9234,0.256877
9235,0.266378
9236,0.261369
9237,0.265021
9238,0.269864
9239,0.265938
9240,0.269048
9241,0.265123
9242,0.260550
9243,0.264200
9244,0.268282
9245,0.273337
9246,0.266061
9247,0.264518
9248,0.260164
9249,0.272354
9250,0.263892
9251,0.266025
9252,0.272482
9253,0.272020
9254,0.272099
9255,0.268936
9256,0.264369
9257,0.270066
9258,0.268200
9259,0.270548
9260,0.266091
9261,0.273189
9262,0.268301
9263,0.269243
9264,0.269430
9265,0.270588
9266,0.261494
9267,0.270098
9268,0.257877
9269,0.264322
9270,0.265372
9271,0.264696
9272,0.264668
9273,0.261296
9274,0.269032
9275,0.266092
9276,0.263044
9277,0.261615
9278,0.263203
9279,0.271689
9280,0.262931
9281,0.265596
9282,0.273432
9283,0.269740
9284,0.266588
9285,0.266990
9286,0.261469
9287,0.275546
9288,0.264966
9289,0.273119
9290,0.266846
9291,0.264019
9292,0.272492
9293,0.263855
9294,0.267592
9295,0.269069
9296,0.263769
9297,0.273206
9298,0.263713
9299,0.261641
9300,0.270645
9301,0.264165
9302,0.265427
9303,0.264323
9304,0.260533
9305,0.270070
9306,0.262304
9307,0.267755
9308,0.259454
9309,0.268772
9310,0.272503
9311,0.267748
9312,0.267504
9313,0.270697
9314,0.264977
9315,0.273323
9316,0.266209
9317,0.263282
9318,0.269156
9319,0.265479
9320,0.262339
9321,0.269821
9322,0.266037
9323,0.274375
9324,0.262870
9325,0.270241
9326,0.271713
9327,0.266967
9328,0.267153
9329,0.256512
9330,0.266024
9331,0.268138
9332,0.265967
9333,0.265509
9334,0.263981
9335,0.269309
9336,0.265424
9337,0.264003
9338,0.269651
9339,0.260735
9340,0.264775
9341,0.263997
9342,0.257332
9343,0.270470
9344,0.272474
9345,0.272980
9346,0.269099
9347,0.259869
9348,0.255242
9349,0.271259
9350,0.262032
9351,0.273126
9352,0.275128
9353,0.271250
9354,0.257537
9355,0.270230
9356,0.270201
9357,0.266325
9358,0.265441
9359,0.263703
9360,0.260684
9361,0.268241
9362,0.270775
9363,0.264659
9364,0.265058
9365,0.269834
9366,0.265748
9367,0.268282
9368,0.264518
9369,0.261821
9370,0.264888
9371,0.274037
9372,0.260350
9373,0.267577
9374,0.274483
9375,0.263040
9376,0.263225
9377,0.263517
9378,0.270633
9379,0.265273
9380,0.261620
9381,0.265857
9382,0.267427
9383,0.262496
9384,0.268862
9385,0.265210
9386,0.269657
9387,0.267178
9388,0.258948
9389,0.267973
9390,0.266347
9391,0.269513
9392,0.270017
9393,0.266901
9394,0.266234
9395,0.262374
9396,0.273201
9397,0.266574
9398,0.270270
9399,0.267688
9400,0.268936
9401,0.270078
9402,0.263029
9403,0.263958
9404,0.267865
9405,0.271770
9406,0.261004
9407,0.256405
9408,0.269983
9409,0.264321
9410,0.267163
9411,0.260865
9412,0.274649
9413,0.268565
9414,0.268111
9415,0.259798
9416,0.265612
9417,0.263247
9418,0.269803
9419,0.269455
9420,0.270594
9421,0.268974
9422,0.261091
9423,0.264353
9424,0.252547
9425,0.259947
9426,0.256949
9427,0.267848
9428,0.265910
9429,0.267048
9430,0.263627
9431,0.274838
9432,0.266645
9433,0.260363
9434,0.270935
9435,0.264653
9436,0.269076
9437,0.272438
9438,0.260754
9439,0.261256
9440,0.268220
9441,0.262472
9442,0.259797
9443,0.272689
9444,0.262177
9445,0.267231
9446,0.267732
9447,0.261988
9448,0.263971
9449,0.268388
9450,0.262222
9451,0.270236
9452,0.268091
9453,0.269015
9454,0.263909
9455,0.272448
9456,0.264488
9457,0.274188
9458,0.265067
9459,0.264404
9460,0.263531
9461,0.263186
9462,0.259459
9463,0.260171
9464,0.272189
9465,0.266878
9466,0.268646
9467,0.266293
9468,0.265526
9469,0.268138
9470,0.268638
9471,0.263647
9472,0.258235
9473,0.264647
9474,0.261769
9475,0.271346
9476,0.261397
9477,0.268228
9478,0.270521
9479,0.263846
9480,0.265717
9481,0.257779
9482,0.264712
9483,0.267004
9484,0.273408
9485,0.262941
9486,0.264706
9487,0.273638
9488,0.258432
9489,0.263884
9490,0.273762
9491,0.263724
9492,0.266330
9493,0.273043
9494,0.268169
9495,0.266351
9496,0.273062
9497,0.271875
9498,0.256054
9499,0.264554
9500,0.265895
9501,0.269235
9502,0.270048
9503,0.273914
9504,0.270202
9505,0.264387
9506,0.269830
9507,0.266646
9508,0.264619
9509,0.272794
9510,0.267192
9511,0.272421
9512,0.274390
9513,0.260486
9514,0.261930
9515,0.266737
9516,0.274275
9517,0.265210
9518,0.255831
9519,0.267675
9520,0.261134
9521,0.271715
9522,0.265806
9523,0.269138
9524,0.262075
9525,0.271601
9526,0.264434
9527,0.265036
9528,0.264484
9529,0.265820
9530,0.268625
9531,0.267968
9532,0.264478
9533,0.266233
9534,0.257395
9535,0.265653
9536,0.268666
9537,0.269582
9538,0.274376
9539,0.276339
9540,0.279455
9541,0.262132
9542,0.267973
9543,0.274966
9544,0.264669
9545,0.270194
9546,0.266604
9547,0.257568
9548,0.266339
9549,0.269033
9550,0.274555
9551,0.266150
9552,0.267379
9553,0.267455
9554,0.267218
9555,0.267085
9556,0.266011
9557,0.263053
9558,0.259678
9559,0.271995
9560,0.265377
9561,0.264512
9562,0.265739
9563,0.266025
9564,0.266625
9565,0.264401
9566,0.268451
9567,0.269154
9568,0.268499
9569,0.259484
9570,0.268652
9571,0.268624
9572,0.262328
9573,0.263345
9574,0.272822
9575,0.263708
9576,0.266291
9577,0.264070
9578,0.267175
9579,0.261927
9580,0.268894
9581,0.266987
9582,0.269046
9583,0.272879
9584,0.256573
9585,0.272092
9586,0.267891
9587,0.267967
9588,0.263454
9589,0.272604
9590,0.262982
9591,0.264936
9592,0.266576
9593,0.270614
9594,0.261726
9595,0.262845
9596,0.261463
9597,0.267792
9598,0.265159
9599,0.265132
9600,0.259479
9601,0.270389
9602,0.267236
9603,0.261273
9604,0.266243
9605,0.271838
9606,0.266604
9607,0.268658
9608,0.270504
9609,0.257155
9610,0.263371
9611,0.265529
9612,0.266646
9613,0.265162
9614,0.273143
9615,0.268747
9616,0.265807
9617,0.264532
9618,0.265648
9619,0.268219
9620,0.259148
9621,0.261927
9622,0.261276
9623,0.267796
9624,0.267664
9625,0.272727
9626,0.259817
9627,0.269762
9628,0.266514
9629,0.266902
9630,0.265109
9631,0.267366
9632,0.262666
9633,0.269698
9634,0.264895
9635,0.266321
9636,0.264114
9637,0.270312
9638,0.267898
9639,0.273369
9640,0.278838
9641,0.261073
9642,0.265816
9643,0.259463
9644,0.267835
9645,0.264904
9646,0.265499
9647,0.259874
9648,0.269071
9649,0.268733
9650,0.269534
9651,0.269609
9652,0.276212
9653,0.268828
9654,0.269526
9655,0.267115
9656,0.266570
9657,0.259190
9658,0.271071
9659,0.262760
9660,0.264493
9661,0.266536
9662,0.272614
9663,0.260892
9664,0.270592
9665,0.272944
9666,0.263087
9667,0.273922
9668,0.270997
9669,0.265281
9670,0.270217
9671,0.266570
9672,0.267163
9673,0.265274
9674,0.266177
9675,0.266253
9676,0.260852
9677,0.262788
9678,0.260281
9679,0.270586
9680,0.264463
9681,0.266708
9682,0.262962
9683,0.264794
9684,0.262185
9685,0.272380
9686,0.266157
9687,0.262414
9688,0.255471
9689,0.267829
9690,0.258101
9691,0.266949
9692,0.261246
9693,0.277829
9694,0.269651
9695,0.271583
9696,0.267224
9697,0.267196
9698,0.265209
9699,0.261264
9700,0.263814
9701,0.256468
9702,0.269944
9703,0.271978
9704,0.264324
9705,0.262648
9706,0.263445
9707,0.268466
9708,0.265966
9709,0.268411
9710,0.274253
9711,0.268561
9712,0.271520
9713,0.264079
9714,0.259316
9715,0.266598
9716,0.263277
9717,0.267366
9718,0.274233
9719,0.276263
9720,0.268416
9721,0.268388
9722,0.262703
9723,0.267510
9724,0.269231
9725,0.265296
9726,0.264960
9727,0.265755
9728,0.263775
9729,0.274643
9730,0.262898
9731,0.265646
9732,0.267263
9733,0.270626
9734,0.274399
9735,0.260503
9736,0.262531
9737,0.264866
9738,0.267201
9739,0.263990
9740,0.270123
9741,0.264757
9742,0.270684
9743,0.272093
9744,0.277094
9745,0.269061
9746,0.278165
9747,0.271776
9748,0.269081
9749,0.268951
9750,0.269333
9751,0.268588
9752,0.265381
9753,0.267815
9754,0.272401
9755,0.263147
9756,0.270193
9757,0.263606
9758,0.263066
9759,0.262219
9760,0.266291
9761,0.269235
9762,0.260602
9763,0.267541
9764,0.263417
9765,0.266052
9766,0.260700
9767,0.258728
9768,0.266585
9769,0.262258
9770,0.260798
9771,0.271108
9772,0.264941
9773,0.267165
9774,0.269797
9775,0.262813
9776,0.266469
9777,0.265726
9778,0.263244
9779,0.261990
9780,0.263292
9781,0.275943
9782,0.274484
9783,0.270776
9784,0.264718
9785,0.258457
9786,0.263744
9787,0.260652
9788,0.264712
9789,0.269384
9790,0.266803
9791,0.267184
9792,0.265625
9793,0.263147
9794,0.268021
9795,0.274834
9796,0.265721
9797,0.269879
9798,0.272198
9799,0.266354
9800,0.263061
9801,0.265789
9802,0.261987
9803,0.270631
9804,0.267442
9805,0.266599
9806,0.271161
9807,0.260528
9808,0.271921
9809,0.266388
9810,0.268196
9811,0.268168
9812,0.271708
9813,0.268012
9814,0.269411
9815,0.267448
9816,0.265892
9817,0.261689
9818,0.266348
9819,0.276708
9820,0.265479
9821,0.261277
9822,0.263796
9823,0.260613
9824,0.266796
9825,0.270636
9826,0.272135
9827,0.264374
9828,0.265670
9829,0.273375
9830,0.262564
9831,0.261723
9832,0.269935
9833,0.271535
9834,0.266423
9835,0.258363
9836,0.265657
9837,0.266545
9838,0.259606
9839,0.272995
9840,0.262703
9841,0.259831
9842,0.258281
9843,0.261404
9844,0.258432
9845,0.260132
9846,0.270262
9847,0.263329
9848,0.267465
9849,0.265205
9850,0.270254
9851,0.258552
9852,0.265022
9853,0.270476
9854,0.278567
9855,0.272958
9856,0.260349
9857,0.260728
9858,0.270237
9859,0.267978
9860,0.268458
9861,0.272082
9862,0.265869
9863,0.276792
9864,0.271594
9865,0.268018
9866,0.269714
9867,0.264518
9868,0.268241
9869,0.278549
9870,0.274671
9871,0.265627
9872,0.265904
9873,0.260407
9874,0.270103
9875,0.272203
9876,0.265391
9877,0.272654
9878,0.270905
9879,0.266120
9880,0.271559
9881,0.273758
9882,0.268468
9883,0.268441
9884,0.264063
9885,0.268791
9886,0.267044
9887,0.267624
9888,0.267597
9889,0.266660
9890,0.267644
9891,0.268426
9892,0.269106
9893,0.263419
9894,0.267132
9895,0.264881
9896,0.269200
9897,0.264019
9898,0.266822
9899,0.268512
9900,0.265051
9901,0.266135
9902,0.266613
9903,0.264364
9904,0.265650
9905,0.265926
9906,0.271351
9907,0.271525
9908,0.262818
9909,0.264608
9910,0.265288
9911,0.263646
9912,0.277139
9913,0.275396
9914,0.263062
9915,0.266062
9916,0.261900
9917,0.265705
9918,0.262150
9919,0.265652
9920,0.264415
9921,0.266909
9922,0.263153
9923,0.270080
9924,0.269649
9925,0.269924
9926,0.265565
9927,0.268661
9928,0.268332
9929,0.267197
9930,0.263041
9931,0.266741
9932,0.268425
9933,0.269506
9934,0.267063
9935,0.270861
9936,0.261373
9937,0.272819
9938,0.266150
9939,0.265419
9940,0.270523
9941,0.268082
9942,0.264635
9943,0.267525
9944,0.267196
9945,0.272800
9946,0.266841
9947,0.269529
9948,0.267994
9949,0.277415
9950,0.264724
9951,0.261783
9952,0.266680
9953,0.274289
9954,0.272453
9955,0.271622
9956,0.264765
9957,0.267651
9958,0.271741
9959,0.265890
9960,0.262851
9961,0.270656
9962,0.259486
9963,0.267590
9964,0.267061
9965,0.268440
9966,0.267309
9967,0.271797
9968,0.270064
9969,0.268031
9970,0.261585
9971,0.265771
9972,0.264942
9973,0.258297
9974,0.266994
9975,0.270777
9976,0.268645
9977,0.272727
9978,0.257166
9979,0.259745
9980,0.265230
9981,0.263901
9982,0.270888
9983,0.266854
9984,0.261518
9985,0.267601
9986,0.272782
9987,0.264944
9988,0.271526
9989,0.267694
9990,0.268969
9991,0.263037
9992,0.263811
9993,0.267387
9994,0.259856
9995,0.265733
9996,0.261605
9997,0.267480
9998,0.265353
9999,0.263826
10000,0.263500
